,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,result
190,0.41,0.51,0.58,0.15,0.5,0.0,0.45,0.27,0
723,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,0
1004,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,0
720,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,0
1402,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,0
741,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,0
1205,0.3,0.32,0.57,0.19,0.5,0.0,0.48,0.55,0
1401,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,0
1451,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22,0
969,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22,0
1054,0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54,0
458,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,0
46,0.64,0.59,0.56,0.23,0.5,0.0,0.46,0.22,0
1448,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25,0
735,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,0
993,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,0
1021,0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7,0
1219,0.38,0.68,0.44,0.45,0.5,0.0,0.53,0.22,0
505,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,0
459,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,0
1428,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,0
143,0.31,0.31,0.56,0.33,0.5,0.0,0.52,0.33,0
451,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,0
1177,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,0
1141,0.39,0.33,0.33,0.23,0.5,0.0,0.47,0.22,0
1378,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,0
1053,0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42,0
327,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,0
1272,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,0
651,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,0
940,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,0
615,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,0
570,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,0
635,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,0
1260,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,0
1229,0.47,0.46,0.59,0.49,0.5,0.0,0.56,0.22,0
1162,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,0
1185,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,0
537,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,0
508,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,0
1281,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,0
722,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,0
76,0.33,0.43,0.64,0.16,0.5,0.0,0.52,0.52,0
1299,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,0
74,0.5,0.52,0.59,0.3,0.5,0.0,0.51,0.35,0
639,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22,0
1474,0.29,0.26,0.43,0.17,0.5,0.0,0.55,0.3,0
999,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,0
1026,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,0
103,0.58,0.62,0.54,0.17,0.5,0.0,0.48,0.22,0
995,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
529,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,0
8,0.4,0.39,0.6,0.15,0.5,0.0,0.58,0.3,0
1188,0.64,0.62,0.49,0.15,0.5,0.0,0.53,0.22,0
872,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,0
460,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,0
422,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,0
885,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31,0
577,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,0
482,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,0
586,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,0
1385,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,0
604,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,0
737,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,0
688,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,0
157,0.63,0.56,0.45,0.58,0.5,0.0,0.51,0.22,0
1342,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,0
418,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,0
345,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,0
1363,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,0
703,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,0
648,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,0
228,0.35,0.39,0.57,0.11,0.5,0.0,0.48,0.22,0
925,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,0
637,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,0
844,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,0
894,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,0
1070,0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25,0
815,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,0
831,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,0
1387,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,0
492,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,0
535,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,0
966,0.74,0.82,0.46,0.24,0.5,0.0,0.5,0.31,0
819,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,0
668,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,0
568,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,0
437,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,0
1164,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,0
9,0.43,0.39,0.54,0.21,0.5,0.0,0.53,0.27,0
859,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,0
1160,0.41,0.25,0.59,0.44,0.5,0.0,0.6,0.69,0
1481,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,0
425,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,0
296,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,0
1125,0.71,0.64,0.42,0.28,0.5,0.0,0.43,0.22,0
517,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,0
575,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,0
163,0.42,0.31,0.62,0.12,0.5,0.0,0.4,0.22,0
785,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,0
1256,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,0
298,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,0
284,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35,0
350,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,0
1328,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,0
1454,0.54,0.35,0.55,0.19,0.5,0.0,0.3,0.22,0
110,0.35,0.58,0.54,0.16,0.5,0.0,0.51,0.22,0
32,0.74,0.67,0.47,0.34,0.5,0.0,0.42,0.22,0
733,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,0
558,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,0
1343,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,0
920,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,0
1179,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,0
1320,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,0
654,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,0
1434,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,0
49,0.45,0.58,0.48,0.67,0.5,0.0,0.52,0.22,0
1271,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,0
1230,0.78,0.74,0.58,0.25,1.0,0.0,0.53,0.22,0
358,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,0
708,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,0
769,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,0
273,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22,0
244,0.53,0.68,0.42,0.19,0.5,0.0,0.53,0.22,0
598,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,0
288,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28,0
112,0.39,0.58,0.5,0.26,0.5,0.0,0.54,0.59,0
513,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,0
1236,0.56,0.43,0.54,0.16,0.5,0.0,0.5,0.22,0
752,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,0
321,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,0
1081,0.4,0.45,0.45,0.15,0.5,0.0,0.53,0.48,0
1286,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,0
1452,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31,0
413,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,0
135,0.35,0.45,0.43,0.11,0.5,0.0,0.56,0.22,0
706,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,0
1079,0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64,0
1116,0.55,0.35,0.36,0.29,0.5,0.0,0.51,0.22,0
699,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,0
448,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,0
719,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,0
602,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,0
987,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,0
1169,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,0
889,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22,0
254,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,0
984,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,0
1003,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,0
1171,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,0
918,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,0
81,0.78,0.75,0.4,0.28,0.5,0.0,0.53,0.22,0
1411,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,0
1092,0.47,0.41,0.46,0.18,0.5,0.0,0.53,0.22,0
594,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,0
25,0.63,0.67,0.57,0.24,0.5,0.0,0.49,0.22,0
778,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,0
1055,0.42,0.51,0.33,0.16,0.5,0.0,0.54,0.22,0
409,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,0
144,0.49,0.31,0.49,0.35,0.5,0.0,0.51,0.29,0
412,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,0
123,0.41,0.39,0.44,0.34,0.5,0.0,0.48,0.4,0
592,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,0
765,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,0
1207,0.45,0.45,0.5,0.6,0.5,0.0,0.49,0.22,0
890,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,0
388,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,0
753,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,0
622,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,0
810,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
1407,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,0
555,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,0
1447,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22,0
484,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,0
1159,0.58,0.67,0.49,0.16,0.5,0.0,0.47,0.28,0
1345,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,0
439,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,0
631,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,0
278,0.35,0.68,0.57,0.4,0.5,0.0,0.53,0.36,0
362,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,0
446,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,0
329,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,0
608,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,0
1037,0.45,0.76,0.51,0.25,0.5,0.0,0.59,0.22,0
775,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
687,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,0
534,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,0
351,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,0
170,0.37,0.58,0.44,0.51,0.5,0.0,0.44,0.22,0
954,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22,0
937,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,0
435,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,0
1213,0.64,0.6,0.57,0.19,0.5,0.0,0.43,0.22,0
371,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,0
869,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,0
473,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,0
1399,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,0
707,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,0
1093,0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22,0
1189,0.46,0.44,0.52,0.11,0.5,0.0,0.5,0.22,0
877,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,0
507,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,0
676,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,0
41,0.74,0.57,0.51,0.28,0.5,0.0,0.58,0.22,0
620,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,0
929,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,0
1462,0.41,0.48,0.51,0.2,0.5,0.0,0.51,0.22,0
1128,0.52,0.65,0.36,0.26,0.5,0.0,0.44,0.22,0
728,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,0
303,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,0
416,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,0
165,0.42,0.58,0.41,0.65,0.5,0.0,0.46,0.26,0
267,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22,0
942,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22,0
1412,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,0
1398,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,0
846,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,0
843,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,0
1339,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,0
1212,0.39,0.47,0.56,0.16,0.5,0.0,0.47,0.22,0
1039,0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27,0
292,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22,0
1395,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,0
380,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,0
269,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,0
356,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,0
527,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,0
998,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,0
281,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42,0
454,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,0
52,0.54,0.48,0.44,0.08,0.5,0.0,0.52,0.27,0
249,0.77,0.87,0.47,0.37,0.5,0.0,0.48,0.22,0
632,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,0
287,0.31,0.31,0.54,0.18,0.5,0.0,0.52,0.29,0
225,0.83,0.58,0.33,0.04,0.5,0.0,0.53,0.22,0
1165,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,0
1298,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,0
461,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,0
13,0.66,0.55,0.45,0.19,0.5,0.0,0.46,0.22,0
763,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,0
1025,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,0
656,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,0
1245,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33,0
1015,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,0
742,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,0
546,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,0
1480,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,0
300,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,0
23,0.59,0.45,0.53,0.19,0.5,0.0,0.59,0.27,0
224,0.37,0.53,0.46,0.23,0.5,0.0,0.47,0.22,0
502,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,0
1089,0.5,0.47,0.56,0.31,0.5,0.0,0.56,0.26,0
1381,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,0
860,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,0
997,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,0
1437,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
1194,0.74,0.75,0.58,0.47,0.5,0.0,0.4,0.35,0
871,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,0
647,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,0
972,0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22,0
250,0.35,0.46,0.49,0.15,1.0,0.0,0.55,0.35,0
768,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,0
1443,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,0
1043,0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22,0
280,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25,0
35,0.57,0.53,0.53,0.34,0.5,0.0,0.53,0.22,0
305,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,0
882,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,0
145,0.38,0.37,0.56,0.21,0.5,0.0,0.49,0.22,0
1190,0.5,0.34,0.55,0.21,0.5,0.0,0.49,0.22,0
1100,0.54,0.44,0.38,0.22,0.5,0.0,0.54,0.3,0
182,0.53,0.38,0.66,0.25,0.5,0.0,0.43,0.22,0
1029,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,0
857,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,0
229,0.36,0.49,0.3,0.22,0.5,0.0,0.52,0.31,0
219,0.53,0.61,0.52,0.21,0.5,0.0,0.55,0.3,0
1184,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,0
259,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22,0
1294,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,0
1351,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,0
835,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,0
253,0.25,0.4,0.51,0.18,0.5,0.0,0.5,0.27,0
17,0.45,0.4,0.5,0.16,0.5,0.0,0.5,0.22,0
456,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,0
943,0.45,0.45,0.51,0.3,0.5,0.0,0.48,0.44,0
92,0.27,0.6,0.48,0.23,0.5,0.0,0.55,0.22,0
379,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,0
366,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,0
842,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,0
1130,0.42,0.71,0.45,0.15,0.5,0.0,0.48,0.22,0
1318,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,0
1427,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,0
374,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,0
681,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,0
1102,0.43,0.41,0.37,0.18,0.5,0.0,0.54,0.31,0
191,0.38,0.51,0.75,0.17,0.5,0.0,0.55,0.22,0
926,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,0
791,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,0
1152,0.82,0.63,0.47,0.18,0.5,0.0,0.5,0.22,0
865,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,0
50,0.37,0.32,0.47,0.18,0.5,0.0,0.45,0.25,0
1101,0.22,0.53,0.36,0.22,0.5,0.0,0.54,0.31,0
1430,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,0
774,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
580,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,0
764,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,0
1150,0.6,0.68,0.3,0.27,0.5,0.0,0.55,0.22,0
773,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,0
873,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,0
1423,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,0
