buying,maint,doors,persons,lug_boot,safety,class
low,med,4,more,med,med,Good
low,med,4,more,med,high,Good
low,med,4,more,big,low,Bad
low,med,4,more,big,med,Good
low,med,4,more,big,high,Good
low,med,5more,2,small,low,Bad
low,med,5more,2,small,med,Bad
low,med,5more,2,small,high,Bad
low,med,5more,2,med,low,Bad
low,med,5more,2,med,med,Bad
low,med,5more,2,med,high,Bad
low,med,5more,2,big,low,Bad
low,med,5more,2,big,med,Bad
low,med,5more,2,big,high,Bad
low,med,5more,4,small,low,Bad
low,med,5more,4,small,med,Good
low,med,5more,4,small,high,Good
low,med,5more,4,med,low,Bad
low,med,5more,4,med,med,Good
low,med,5more,4,med,high,Good
low,med,5more,4,big,low,Bad
low,med,5more,4,big,med,Good
low,med,5more,4,big,high,Good
low,med,5more,more,small,low,Bad
low,med,5more,more,small,med,Good
low,med,5more,more,small,high,Good
low,med,5more,more,med,low,Bad
low,med,5more,more,med,med,Good
low,med,5more,more,med,high,Good
low,med,5more,more,big,low,Bad
low,med,5more,more,big,med,Good
low,med,5more,more,big,high,Good
low,low,2,2,small,low,Bad
low,low,2,2,small,med,Bad
low,low,2,2,small,high,Bad
low,low,2,2,med,low,Bad
low,low,2,2,med,med,Bad
low,low,2,2,med,high,Bad
low,low,2,2,big,low,Bad
low,low,2,2,big,med,Bad
low,low,2,2,big,high,Bad
low,low,2,4,small,low,Bad
low,low,2,4,small,med,Good
low,low,2,4,small,high,Good
low,low,2,4,med,low,Bad
low,low,2,4,med,med,Good
low,low,2,4,med,high,Good
low,low,2,4,big,low,Bad
low,low,2,4,big,med,Good
low,low,2,4,big,high,Good
low,low,2,more,small,low,Bad
low,low,2,more,small,med,Bad
low,low,2,more,small,high,Bad
low,low,2,more,med,low,Bad
low,low,2,more,med,med,Good
low,low,2,more,med,high,Good
low,low,2,more,big,low,Bad
low,low,2,more,big,med,Good
low,low,2,more,big,high,Good
low,low,3,2,small,low,Bad
low,low,3,2,small,med,Bad
low,low,3,2,small,high,Bad
low,low,3,2,med,low,Bad
low,low,3,2,med,med,Bad
low,low,3,2,med,high,Bad
low,low,3,2,big,low,Bad
low,low,3,2,big,med,Bad
low,low,3,2,big,high,Bad
low,low,3,4,small,low,Bad
low,low,3,4,small,med,Good
low,low,3,4,small,high,Good
low,low,3,4,med,low,Bad
low,low,3,4,med,med,Good
low,low,3,4,med,high,Good
low,low,3,4,big,low,Bad
low,low,3,4,big,med,Good
low,low,3,4,big,high,Good
low,low,3,more,small,low,Bad
low,low,3,more,small,med,Good
low,low,3,more,small,high,Good
low,low,3,more,med,low,Bad
low,low,3,more,med,med,Good
low,low,3,more,med,high,Good
low,low,3,more,big,low,Bad
low,low,3,more,big,med,Good
low,low,3,more,big,high,Good
low,low,4,2,small,low,Bad
low,low,4,2,small,med,Bad
low,low,4,2,small,high,Bad
low,low,4,2,med,low,Bad
low,low,4,2,med,med,Bad
low,low,4,2,med,high,Bad
low,low,4,2,big,low,Bad
low,low,4,2,big,med,Bad
low,low,4,2,big,high,Bad
low,low,4,4,small,low,Bad
low,low,4,4,small,med,Good
low,low,4,4,small,high,Good
low,low,4,4,med,low,Bad
low,low,4,4,med,med,Good
low,low,4,4,med,high,Good
low,low,4,4,big,low,Bad
low,low,4,4,big,med,Good
low,low,4,4,big,high,Good
low,low,4,more,small,low,Bad
low,low,4,more,small,med,Good
low,low,4,more,small,high,Good
low,low,4,more,med,low,Bad
low,low,4,more,med,med,Good
low,low,4,more,med,high,Good
low,low,4,more,big,low,Bad
low,low,4,more,big,med,Good
low,low,4,more,big,high,Good
low,low,5more,2,small,low,Bad
low,low,5more,2,small,med,Bad
low,low,5more,2,small,high,Bad
low,low,5more,2,med,low,Bad
low,low,5more,2,med,med,Bad
low,low,5more,2,med,high,Bad
low,low,5more,2,big,low,Bad
low,low,5more,2,big,med,Bad
low,low,5more,2,big,high,Bad
low,low,5more,4,small,low,Bad
low,low,5more,4,small,med,Good
low,low,5more,4,small,high,Good
low,low,5more,4,med,low,Bad
low,low,5more,4,med,med,Good
low,low,5more,4,med,high,Good
low,low,5more,4,big,low,Bad
low,low,5more,4,big,med,Good
low,low,5more,4,big,high,Good
low,low,5more,more,small,low,Bad
low,low,5more,more,small,med,Good
low,low,5more,more,small,high,Good
low,low,5more,more,med,low,Bad
low,low,5more,more,med,med,Good
low,low,5more,more,med,high,Good
low,low,5more,more,big,low,Bad
low,low,5more,more,big,med,Good
low,low,5more,more,big,high,Good
